"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.mitchellbosecke.benchmark.JippiHtmlBenchmark.benchmark","thrpt",1,50.000000,42401.158700,426.145627,"ops/s"
